,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1543,FDJ16,OUT027,296.281
1544,FDD20,OUT019,371.5164
1545,FDT36,OUT049,282.2992
1546,DRF15,OUT027,604.5464
1547,FDN52,OUT010,527.3136
1548,FDC22,OUT027,197.0768
1549,FDX15,OUT045,2659.8709999999996
1550,FDT13,OUT013,4333.6922
1551,FDU04,OUT017,1705.1138
1552,FDU31,OUT019,7105.4176
1553,FDW59,OUT027,197.0768
1554,NCO29,OUT046,4769.1254
1555,FDL15,OUT035,3795.06
1556,FDI41,OUT049,1765.7016
1557,FDQ48,OUT049,2197.14
1558,DRI39,OUT013,491.3604
1559,FDI08,OUT013,1794.3310000000001
1560,FDC21,OUT049,1657.842
1561,FDF58,OUT035,1225.072
1562,FDS08,OUT010,1764.37
1563,FDE47,OUT045,1618.5598
1564,NCP18,OUT019,3460.8284
1565,NCR41,OUT013,1332.9316
1566,FDA27,OUT013,2045.3376
1567,FDA43,OUT035,1707.777
1568,FDA49,OUT045,1691.132
1569,NCE55,OUT018,3101.2964
1570,DRM49,OUT027,145.8102
1571,FDF22,OUT027,862.8768
1572,FDQ15,OUT018,3012.0792
1573,NCS54,OUT017,1235.059
1574,NCY05,OUT013,780.9834
1575,FDR45,OUT046,4500.808
1576,FDK57,OUT049,1917.504
1577,FDF41,OUT010,3615.2940000000003
1578,FDV21,OUT046,1761.7068
1579,FDD51,OUT046,356.8688
1580,FDF33,OUT046,1768.3648
1581,FDA38,OUT046,4527.44
1582,FDR56,OUT045,3350.3056
1583,NCN41,OUT017,1038.6480000000001
1584,FDC60,OUT027,442.75699999999995
1585,FDB47,OUT045,5452.901999999999
1586,DRH01,OUT013,5193.9058
1587,FDW08,OUT046,1384.864
1588,FDF38,OUT027,79.896
1589,FDY32,OUT017,3914.9040000000005
1590,FDG34,OUT049,587.2356
1591,FDG47,OUT019,3709.8376
1592,NCF18,OUT035,4710.535
1593,FDL39,OUT019,3078.6592
1594,NCH55,OUT035,3271.7412
1595,DRJ35,OUT049,1113.2176
1596,FDS44,OUT035,5736.5328
1597,DRE01,OUT018,9133.4444
1598,FDY39,OUT013,4287.752
1599,FDY32,OUT018,4161.25
1600,FDR33,OUT027,213.05599999999998
1601,NCP50,OUT049,792.302
1602,FDZ47,OUT018,3713.1666
1603,FDU57,OUT049,1829.6184
1604,FDY44,OUT013,4349.0056
1605,DRH59,OUT018,2548.0166
1606,FDB03,OUT027,467.3916
1607,FDY46,OUT045,3078.6592
1608,FDM39,OUT045,2345.6134
1609,FDY36,OUT035,1454.773
1610,NCM55,OUT035,2213.1192
1611,FDJ50,OUT010,377.5086
1612,DRL60,OUT013,2078.6276
1613,NCJ54,OUT049,5400.9696
1614,FDX59,OUT017,575.2512
1615,FDI07,OUT013,3361.6242
1616,DRF51,OUT010,154.4656
1617,FDM14,OUT017,1419.4856
1618,FDP21,OUT045,5715.2272
1619,FDE40,OUT035,1547.985
1620,FDE05,OUT035,3547.3824
1621,FDM13,OUT027,115.8492
1622,FDC34,OUT027,449.415
1623,NCI55,OUT018,3954.8520000000003
1624,NCE43,OUT018,4587.362
1625,FDW58,OUT018,4022.7636
1626,FDG60,OUT045,6093.4016
1627,FDV31,OUT017,3881.614
1628,FDR47,OUT013,3731.809
1629,FDM60,OUT019,531.3084
1630,NCF06,OUT018,6574.775
1631,NCN26,OUT027,117.8466
1632,FDQ59,OUT049,1183.7924
1633,FDF09,OUT046,952.7598
1634,NCS06,OUT017,2914.8724
1635,FDT44,OUT046,942.7728
1636,FDI19,OUT017,3185.1872
1637,FDT22,OUT017,804.9522
1638,NCF54,OUT027,167.7816
1639,DRG25,OUT045,3956.8494
1640,FDB59,OUT017,4517.4529999999995
1641,FDQ37,OUT017,5518.1504
1642,FDP56,OUT035,615.1992
1643,FDW44,OUT035,3276.4018
1644,FDJ26,OUT010,4035.4138
1645,FDU43,OUT018,5344.3766
1646,FDW33,OUT045,1418.154
1647,NCX53,OUT027,131.8284
1648,FDN56,OUT010,3384.2614
1649,DRF15,OUT049,2326.971
1650,FDO33,OUT017,2908.2144
1651,FDZ39,OUT010,309.597
1652,NCJ19,OUT017,753.0198
1653,FDU01,OUT035,4997.4948
1654,FDT12,OUT035,3904.917
1655,NCM18,OUT018,1278.336
1656,FDP19,OUT017,1398.8458
1657,NCR42,OUT049,466.06
1658,FDN10,OUT046,703.0848
1659,FDG44,OUT017,808.947
1660,FDQ10,OUT046,1197.7742
1661,DRH13,OUT049,607.2096
1662,FDT52,OUT013,4374.306
1663,FDM56,OUT045,1419.4856
1664,NCO43,OUT010,2954.1546
1665,NCV29,OUT035,3803.0496
1666,NCF06,OUT013,517.9924
1667,FDO50,OUT035,1707.777
1668,FDT59,OUT013,7105.4176
1669,FDX40,OUT027,37.2848
1670,FDE50,OUT017,938.778
1671,FDX51,OUT017,3731.809
1672,NCD30,OUT018,3713.1666
1673,FDK15,OUT013,2628.5784
1674,FDL12,OUT045,2352.9372
1675,FDK46,OUT017,2848.9582
1676,DRH49,OUT010,818.934
1677,FDQ57,OUT046,1677.1502
1678,FDY59,OUT017,1607.2412
1679,FDO09,OUT018,5522.811
1680,NCG30,OUT035,490.0288
1681,FDM09,OUT017,3523.4136
1682,NCN17,OUT027,197.0768
1683,NCS42,OUT013,543.2928
1684,FDD02,OUT019,2664.5316
1685,FDE34,OUT013,4195.8716
1686,FDU38,OUT045,4586.0304
1687,FDB33,OUT046,1390.1904
1688,NCJ29,OUT017,2548.6824
1689,FDZ27,OUT035,259.66200000000003
1690,FDI40,OUT013,2856.282
1691,FDG22,OUT013,607.2096
1692,FDT51,OUT017,2746.425
1693,FDF20,OUT018,6897.688
1694,FDV50,OUT035,985.3839999999999
1695,FDT02,OUT049,423.4488
1696,DRC49,OUT017,2127.231
1697,FDF26,OUT049,1099.9016
1698,FDV52,OUT035,1303.6364
1699,FDX59,OUT049,846.8976
1700,FDV25,OUT035,3483.4656
1701,FDW23,OUT027,37.9506
1702,FDE53,OUT018,5093.37
1703,FDA19,OUT017,642.497
1704,FDH22,OUT046,2416.1882
1705,NCO41,OUT013,378.1744
1706,FDX12,OUT017,4086.0146
1707,FDF17,OUT013,3861.64
1708,FDS11,OUT045,4026.7584
1709,FDR51,OUT035,3075.9959999999996
1710,FDT49,OUT010,2876.256
1711,FDC56,OUT013,2516.724
1712,FDR13,OUT027,280.9676
1713,FDQ60,OUT035,2133.2232
1714,FDN38,OUT049,3254.4304
1715,NCL29,OUT013,2659.8709999999996
1716,FDO13,OUT027,316.9208
1717,FDE26,OUT018,3773.7544
1718,FDA31,OUT010,2566.659
1719,FDX14,OUT035,902.8248
1720,FDA34,OUT045,1235.059
1721,FDF26,OUT013,3075.9959999999996
1722,FDE38,OUT045,4512.1266
1723,DRI11,OUT046,2684.5056
1724,FDQ60,OUT027,109.1912
1725,FDL21,OUT027,73.238
1726,DRC12,OUT027,595.2252
1727,FDC47,OUT046,2330.3
1728,FDE57,OUT045,642.497
1729,FDT14,OUT045,2157.192
1730,NCZ53,OUT046,3781.744
1731,FDE28,OUT018,10306.584
1732,FDR19,OUT035,3499.4448
1733,NCF54,OUT019,3448.844
1734,FDZ08,OUT046,2030.69
1735,NCJ05,OUT018,6942.9624
1736,FDF59,OUT046,253.00400000000002
1737,NCO05,OUT035,2428.8384
1738,FDW24,OUT018,1298.31
1739,NCX42,OUT018,6465.5838
1740,NCA53,OUT035,583.2408
1741,FDI45,OUT019,1422.1488
1742,FDG46,OUT046,4695.2216
1743,FDM20,OUT010,3448.844
1744,FDW11,OUT010,497.3526
1745,FDX08,OUT035,2706.4770000000003
1746,NCK17,OUT035,785.6439999999999
1747,FDK32,OUT018,5031.4506
1748,NCA42,OUT035,5592.72
1749,DRI01,OUT035,2586.633
1750,NCL55,OUT049,6183.9504
1751,DRE25,OUT018,1438.128
1752,FDD14,OUT017,2581.9724
1753,FDB10,OUT046,3072.667
1754,DRN11,OUT035,1611.236
1755,FDP38,OUT018,717.7324
1756,NCA30,OUT017,3367.6164
1757,FDT15,OUT017,2846.295
1758,NCP55,OUT018,1290.3204
1759,FDF12,OUT035,2078.6276
1760,FDM21,OUT018,7472.2734
1761,FDX56,OUT035,3739.1328
1762,FDF10,OUT017,1749.7224
1763,FDT32,OUT045,3592.6568
1764,FDM51,OUT018,1957.4520000000002
1765,NCR50,OUT018,7503.566
1766,FDI19,OUT049,6008.845
1767,FDX21,OUT017,1697.79
1768,FDR31,OUT035,1611.236
1769,FDY02,OUT013,2603.278
1770,NCA29,OUT045,6595.4148
1771,NCX17,OUT046,2001.3948
1772,FDM12,OUT045,2277.036
1773,FDI53,OUT027,159.1262
1774,NCU30,OUT049,4258.4568
1775,FDC56,OUT027,131.1626
1776,FDK27,OUT018,2303.6679999999997
1777,NCK18,OUT017,1794.3310000000001
1778,FDB52,OUT019,1794.3310000000001
1779,DRG25,OUT027,185.7582
1780,FDZ13,OUT049,972.068
1781,FDB57,OUT019,3066.6748
1782,FDR40,OUT046,2255.7304
1783,NCO14,OUT019,493.3578
1784,NCN19,OUT045,4586.0304
1785,FDQ28,OUT019,1524.682
1786,FDO13,OUT018,4454.202
1787,FDK48,OUT013,231.6984
1788,FDU07,OUT018,4815.0656
1789,FDW20,OUT046,2956.152
1790,FDV12,OUT010,1488.0629999999999
1791,FDH24,OUT013,1571.2879999999998
1792,FDV59,OUT049,3707.1744
1793,FDK57,OUT045,2157.192
1794,FDL16,OUT027,175.7712
1795,NCQ17,OUT046,1230.3984
1796,FDJ15,OUT018,6704.606
1797,FDX24,OUT049,1607.2412
1798,FDT47,OUT046,2444.8176
1799,FDT10,OUT049,711.0744
1800,FDZ37,OUT018,1018.0082
1801,FDW43,OUT027,467.3916
1802,DRN36,OUT017,838.908
1803,FDJ14,OUT045,612.536
1804,FDA32,OUT013,1306.2996
1805,FDJ38,OUT019,7590.12
1806,FDQ57,OUT017,1300.3074
1807,NCQ41,OUT019,3415.554
1808,FDG56,OUT049,743.0328
1809,DRC13,OUT027,115.1834
1810,FDV55,OUT035,2648.5524
1811,FDQ49,OUT045,3325.0052
1812,FDE29,OUT010,718.3982
1813,FDR03,OUT013,1065.28
1814,FDD45,OUT049,1295.6468
1815,FDN38,OUT010,1261.691
1816,FDT56,OUT046,753.0198
1817,FDT48,OUT045,3968.1679999999997
1818,FDU03,OUT049,4195.8716
1819,FDC56,OUT010,3467.4864
1820,NCO43,OUT027,102.5332
1821,FDQ27,OUT017,2889.572
1822,FDR03,OUT046,4687.232
1823,DRH23,OUT010,829.5868
1824,FDG22,OUT045,732.38
1825,NCJ42,OUT013,1065.28
1826,FDR24,OUT046,966.7416
1827,FDW60,OUT035,4427.57
1828,FDJ08,OUT013,4916.2672
1829,DRL59,OUT018,607.8754
1830,FDG60,OUT010,2001.3948
1831,FDW27,OUT017,1099.9016
1832,FDX14,OUT018,3472.147
1833,FDC20,OUT013,279.63599999999997
1834,NCS29,OUT018,8138.7392
1835,FDJ56,OUT046,998.7
1836,FDB20,OUT019,467.3916
1837,FDL28,OUT027,691.1004
1838,FDW01,OUT018,2287.0229999999997
1839,FDL03,OUT046,982.055
1840,FDX22,OUT049,4655.2736
1841,FDJ21,OUT035,3439.5228
1842,FDR31,OUT045,296.9468
1843,FDG21,OUT035,3499.4448
1844,FDS22,OUT027,73.238
1845,FDK08,OUT035,607.2096
1846,FDE17,OUT018,2287.0229999999997
1847,NCN30,OUT017,856.8846
1848,FDT50,OUT046,1342.2528
1849,NCX42,OUT049,2246.4092
1850,FDJ12,OUT035,2492.7552
1851,NCA18,OUT027,125.8362
1852,FDP23,OUT019,6852.4136
1853,FDX12,OUT013,4687.232
1854,FDN40,OUT018,5685.932
1855,FDV48,OUT035,934.7832
1856,NCY54,OUT013,4466.1864
1857,FDL16,OUT010,413.4618
1858,FDR45,OUT018,4302.3996
1859,FDJ52,OUT046,2246.4092
1860,DRG01,OUT017,2648.5524
1861,FDP52,OUT013,2484.7656
1862,FDU58,OUT017,2993.4368
1863,FDL02,OUT045,2889.572
1864,FDG28,OUT013,5287.7836
1865,FDA19,OUT035,1398.8458
1866,FDW46,OUT027,191.7504
1867,NCD43,OUT049,193.082
1868,DRG39,OUT013,578.5802
1869,NCF55,OUT049,519.3240000000001
1870,FDJ07,OUT046,695.0952
1871,FDE08,OUT046,3894.93
1872,FDP56,OUT019,194.4136
1873,FDT45,OUT045,727.0536
1874,FDF17,OUT018,793.6336
1875,FDX44,OUT046,610.5386
1876,FDM28,OUT027,165.7842
1877,FDI36,OUT049,2768.3964
1878,FDS07,OUT045,2239.0854
1879,FDD36,OUT045,1191.782
1880,FDW11,OUT046,639.168
1881,FDN40,OUT049,1491.392
1882,NCQ18,OUT049,1508.037
1883,NCQ54,OUT017,3617.9572
1884,NCS42,OUT045,2082.6224
1885,DRH39,OUT010,2386.2272
1886,FDC09,OUT027,215.7192
1887,FDT08,OUT010,4793.76
1888,FDC08,OUT035,3169.208
1889,FDT20,OUT017,199.74
1890,FDS35,OUT035,703.0848
1891,FDX58,OUT018,7873.085
1892,FDW58,OUT046,1556.6404
1893,DRD27,OUT046,857.5504
1894,FDH32,OUT019,2496.75
1895,FDS26,OUT035,1840.9370000000001
1896,FDQ31,OUT046,2548.6824
1897,FDP11,OUT018,6114.7072
1898,FDD58,OUT017,1607.2412
1899,FDM33,OUT045,5193.24
1900,FDZ16,OUT049,2492.7552
1901,NCS29,OUT010,4267.1122
1902,NCM18,OUT019,980.0576
1903,FDP11,OUT049,6189.2768
1904,NCC42,OUT017,427.4436
1905,DRM23,OUT046,1358.2320000000002
1906,NCN55,OUT027,790.9704
1907,FDK46,OUT013,2055.9904
1908,FDR01,OUT046,2388.8904
1909,NCA05,OUT045,3089.9778
1910,NCP43,OUT017,3910.9092
1911,FDR12,OUT010,3103.9596
1912,FDQ01,OUT013,3179.8608
1913,FDM13,OUT046,253.00400000000002
1914,FDQ19,OUT017,4074.696
1915,FDK56,OUT019,2950.8256
1916,NCX06,OUT010,1629.8784
1917,FDO56,OUT027,118.5124
1918,FDU45,OUT045,2073.3012
1919,FDI16,OUT019,1160.4894
1920,FDL32,OUT046,1060.6194
1921,FDA07,OUT046,2082.6224
1922,FDA14,OUT045,2478.7734
1923,FDV46,OUT027,131.8284
1924,NCO07,OUT035,1065.28
1925,NCP41,OUT046,1158.492
1926,FDY60,OUT018,2719.7929999999997
1927,FDN38,OUT017,3254.4304
1928,FDO15,OUT046,1937.4779999999998
1929,FDT60,OUT013,3219.8088
1930,FDA55,OUT035,5369.0112
1931,FDE02,OUT010,1845.5976
1932,DRJ39,OUT049,2588.6304
1933,FDV34,OUT035,1454.773
1934,FDS20,OUT027,745.696
1935,FDF02,OUT027,399.48
1936,FDW40,OUT017,3277.0676
1937,NCB43,OUT046,2492.7552
1938,FDR58,OUT017,466.06
1939,DRJ59,OUT035,785.6439999999999
1940,NCD30,OUT017,525.982
1941,FDE14,OUT017,1697.79
1942,FDC28,OUT018,1018.0082
1943,FDU16,OUT018,2267.7148
1944,NCD19,OUT035,1547.3192
1945,FDU21,OUT046,476.04699999999997
1946,FDV59,OUT027,862.8768
1947,FDU03,OUT045,3466.1548
1948,FDC33,OUT010,2553.343
1949,NCR42,OUT035,133.16
1950,DRH59,OUT035,902.8248
1951,NCM31,OUT035,2422.1804
1952,FDS50,OUT035,4950.8888
1953,FDP39,OUT046,269.649
1954,FDQ55,OUT013,3243.7776
1955,FDV36,OUT019,2988.1104
1956,FDI05,OUT027,87.2198
1957,FDS45,OUT027,143.8128
1958,FDA39,OUT045,1198.44
1959,FDC37,OUT010,2293.0152
1960,FDJ60,OUT027,165.7842
1961,DRQ35,OUT046,843.5686
1962,NCJ06,OUT046,3533.4006
1963,NCY42,OUT018,3661.9
1964,DRM37,OUT049,2458.1336
1965,FDR14,OUT045,1133.1916
1966,FDE51,OUT049,1249.0408
1967,FDT33,OUT017,1504.0422
1968,FDR08,OUT013,1488.7288
1969,FDE36,OUT010,3588.6620000000003
1970,FDL22,OUT019,1682.4766
1971,FDR44,OUT013,3523.4136
1972,FDI56,OUT019,1054.6272
1973,FDE47,OUT010,876.1928
1974,FDV27,OUT010,543.2928
1975,FDV10,OUT049,293.6178
1976,FDC40,OUT045,856.8846
1977,NCX41,OUT013,3419.5488
1978,NCQ38,OUT027,215.7192
1979,FDV12,OUT027,205.0664
1980,FDE52,OUT017,1102.5648
1981,FDG20,OUT027,352.874
1982,FDV16,OUT027,135.8232
1983,FDI32,OUT017,1727.751
1984,FDJ32,OUT049,671.1264
1985,FDN39,OUT018,2069.3064
1986,FDY34,OUT017,3453.5046
1987,FDC14,OUT035,1168.479
1988,FDA55,OUT017,3575.3459999999995
1989,FDZ50,OUT010,3367.6164
1990,DRG13,OUT049,4769.1254
1991,FDP01,OUT013,1829.6184
1992,NCG54,OUT017,3079.9908
1993,FDM13,OUT045,2098.6016
1994,NCO18,OUT027,352.874
1995,NCW41,OUT013,2546.685
1996,FDM52,OUT027,312.926
1997,NCF55,OUT035,805.618
1998,FDT09,OUT046,1701.7848
1999,NCM19,OUT035,2087.283
2000,FDW12,OUT018,3761.77
2001,FDP15,OUT019,2366.919
2002,FDK36,OUT045,1069.2748
2003,FDZ25,OUT035,4902.9512
2004,NCW06,OUT049,2740.4328
2005,FDW60,OUT046,3896.2616
2006,DRC49,OUT013,1611.236
2007,NCT17,OUT035,1701.7848
2008,NCN06,OUT018,1584.604
2009,FDC45,OUT013,1711.106
2010,DRJ47,OUT019,4074.696
2011,NCF06,OUT045,4649.9472
2012,FDE21,OUT010,1488.7288
2013,DRG27,OUT013,785.6439999999999
2014,FDW40,OUT049,2388.2246
2015,NCO53,OUT046,1659.8394
2016,FDE23,OUT049,351.5424
2017,FDQ16,OUT046,1965.4416
2018,FDS26,OUT045,3155.8920000000003
2019,FDZ13,OUT010,798.96
2020,FDS14,OUT049,2034.019
2021,FDC10,OUT045,3115.9440000000004
2022,FDY16,OUT049,3004.0896
2023,FDJ20,OUT035,3095.97
2024,FDV43,OUT035,796.9626
2025,FDZ32,OUT027,203.7348
2026,FDR23,OUT046,2451.4756
2027,FDN24,OUT035,461.3994
2028,FDE34,OUT027,364.8584
2029,FDU31,OUT013,7105.4176
2030,FDW33,OUT018,4960.21
2031,FDU26,OUT046,715.0692
2032,FDE20,OUT027,164.4526
2033,NCW05,OUT035,3002.0922
2034,FDB22,OUT018,2255.7304
2035,FDO56,OUT046,703.0848
2036,FDA19,OUT027,234.3616
2037,DRI39,OUT045,679.1160000000001
2038,FDH52,OUT018,1737.7379999999998
2039,FDZ50,OUT035,3831.0132
2040,NCN42,OUT035,890.8404
2041,FDB53,OUT013,1524.682
2042,DRG11,OUT017,1186.4556
2043,DRK11,OUT027,461.3994
2044,FDQ60,OUT017,3219.8088
2045,FDT36,OUT017,575.2512
2046,DRG25,OUT018,5652.642
2047,DRJ23,OUT046,1689.8004
2048,FDG05,OUT035,4102.6596
2049,NCK06,OUT018,2787.0388
2050,FDU52,OUT017,2503.408
2051,FDW07,OUT018,2596.62
2052,NCM17,OUT045,596.5568
2053,FDA22,OUT045,4512.1266
2054,NCA41,OUT018,6114.7072
2055,FDF38,OUT035,1168.479
2056,FDH52,OUT046,898.83
2057,FDY58,OUT019,5298.4364
2058,FDZ16,OUT045,3101.2964
2059,NCM18,OUT017,497.3526
2060,FDA22,OUT018,1545.9876
2061,NCJ43,OUT035,2626.5809999999997
2062,FDI34,OUT027,1342.2528
2063,FDG56,OUT046,1592.5936
2064,FDS34,OUT046,1138.518
2065,DRC01,OUT035,1478.076
2066,FDQ04,OUT035,1168.479
2067,FDK04,OUT035,343.5528
2068,FDT51,OUT049,2746.425
2069,FDV26,OUT017,2731.1116
2070,FDS04,OUT049,3261.7542
2071,FDW43,OUT018,9390.4432
2072,FDQ28,OUT010,3595.32
2073,NCK06,OUT017,1705.1138
2074,FDS23,OUT018,3672.5528
2075,FDZ36,OUT019,5580.0698
2076,FDE56,OUT018,2237.0879999999997
2077,FDW10,OUT027,716.4008
2078,NCN14,OUT045,3146.5708
2079,NCQ18,OUT045,2856.282
2080,FDW08,OUT017,2117.244
2081,FDU43,OUT035,3575.3459999999995
2082,FDR33,OUT010,587.2356
2083,FDM24,OUT010,870.8664
2084,NCZ05,OUT046,210.3928
2085,NCV41,OUT035,1342.2528
2086,FDV11,OUT018,4587.362
2087,NCY05,OUT035,447.4176
2088,FDV44,OUT018,4693.89
2089,FDW32,OUT049,1116.5466
2090,NCU18,OUT027,284.9624
2091,NCC43,OUT035,3775.086
2092,FDW19,OUT013,1393.5194
2093,FDN31,OUT035,2561.9984
2094,FDI48,OUT045,708.4112
2095,FDS24,OUT017,1249.0408
2096,FDF46,OUT049,2942.836
2097,DRG23,OUT017,2025.3636
2098,FDG14,OUT018,4870.9928
2099,NCY30,OUT049,2535.3664
2100,FDO28,OUT018,3735.8038
2101,DRD24,OUT035,992.7078
2102,FDI33,OUT049,1142.5128
2103,FDN32,OUT046,2380.235
2104,FDR16,OUT045,2097.27
2105,FDF26,OUT046,1596.5884
2106,NCN29,OUT018,973.3996
2107,FDE20,OUT045,4074.696
2108,FDA46,OUT046,4471.5128
2109,FDU28,OUT045,3327.6684
2110,FDQ48,OUT045,1289.6546
2111,FDV36,OUT013,992.7078
2112,FDR14,OUT018,2020.0372
2113,FDP23,OUT017,4655.2736
2114,FDP56,OUT013,194.4136
2115,FDK48,OUT010,778.9860000000001
2116,FDR48,OUT046,2816.3340000000003
2117,NCY29,OUT049,1114.5492
2118,FDM22,OUT018,1034.6532
2119,DRJ01,OUT013,3574.0144
2120,FDZ43,OUT045,3635.268
2121,FDV03,OUT035,1640.5312
2122,FDX11,OUT027,549.285
2123,NCA41,OUT027,196.41099999999997
2124,FDE38,OUT017,4512.1266
2125,FDI27,OUT018,1222.4088
2126,FDN32,OUT013,2940.1728
2127,NCN43,OUT017,602.549
2128,FDB47,OUT027,1041.9769999999999
2129,FDV03,OUT017,4119.9704
2130,NCN30,OUT045,2285.0256
2131,NCV54,OUT010,1462.0968
2132,FDV07,OUT013,1693.7952
2133,FDP07,OUT049,1186.4556
2134,FDK48,OUT018,2518.7214
2135,FDM15,OUT019,1669.8264
2136,FDY19,OUT027,127.1678
2137,FDK46,OUT046,4090.6752
2138,FDY11,OUT045,1120.5414
2139,FDH09,OUT046,354.2056
2140,FDO08,OUT027,327.5736
2141,FDU14,OUT013,4993.5
2142,FDD22,OUT027,125.8362
2143,FDM27,OUT017,588.5672
2144,FDL02,OUT027,215.7192
2145,NCA17,OUT035,4836.3712
2146,FDE38,OUT019,2818.3314
2147,NCG07,OUT049,1304.968
2148,DRC27,OUT013,7105.4176
2149,FDA27,OUT035,2530.04
2150,FDW40,OUT045,2433.499
2151,DRI11,OUT013,2732.4432
2152,FDN50,OUT046,2799.6890000000003
2153,FDR12,OUT046,2233.0932
2154,FDT34,OUT027,203.7348
2155,FDW11,OUT035,937.4464
2156,NCO30,OUT027,563.2668
2157,FDZ34,OUT017,938.778
2158,FDU45,OUT017,1853.5872
2159,NCD42,OUT035,585.904
2160,FDX25,OUT045,2181.1608
2161,NCR29,OUT046,651.8182
2162,FDX43,OUT019,2330.3
2163,FDB04,OUT010,605.878
2164,FDR49,OUT027,145.8102
2165,FDS39,OUT018,3410.2276
2166,FDW58,OUT045,3558.0352
2167,FDG22,OUT019,527.9794
2168,FDG31,OUT017,484.7024
2169,NCV53,OUT027,242.3512
2170,DRJ37,OUT035,3022.732
2171,FDV07,OUT035,2024.0320000000002
2172,FDW52,OUT018,5000.8238
2173,FDT15,OUT045,4159.9184
2174,FDD02,OUT018,5448.9072
2175,FDM16,OUT035,1120.5414
2176,NCE55,OUT046,3881.614
2177,FDB57,OUT018,7116.0704
2178,FDQ04,OUT013,401.4774
2179,FDQ47,OUT019,531.3084
2180,FDY14,OUT019,1840.9370000000001
2181,DRK37,OUT017,4394.28
2182,FDO25,OUT017,2097.27
2183,FDL57,OUT046,4425.5726
2184,NCK29,OUT018,1030.6584
2185,FDK46,OUT027,982.7208
2186,NCB43,OUT010,1290.9862
2187,DRE01,OUT027,1014.6792
2188,FDC46,OUT018,6114.7072
2189,FDQ23,OUT045,1098.57
2190,FDX38,OUT049,1090.5804
2191,FDG60,OUT018,6796.4864
2192,FDW55,OUT017,998.7
2193,FDP39,OUT013,591.2304
2194,FDB20,OUT018,2387.5588
2195,FDV21,OUT017,1114.5492
2196,FDZ02,OUT013,587.2356
2197,FDP19,OUT027,127.1678
2198,FDA38,OUT035,3395.58
2199,FDH22,OUT045,1549.9824
2200,DRM11,OUT045,2878.2534
2201,FDO12,OUT027,194.4136
2202,FDT14,OUT049,3835.008
2203,FDW34,OUT010,2821.6604
2204,FDG04,OUT027,1102.5648
2205,FDW59,OUT018,2045.3376
2206,FDR33,OUT018,978.7260000000001
2207,FDP32,OUT013,3914.9040000000005
2208,FDL13,OUT027,510.0028
2209,FDD22,OUT013,1471.418
2210,FDV40,OUT027,298.2784
2211,NCD55,OUT046,952.0939999999999
2212,FDQ20,OUT010,619.194
2213,FDD28,OUT045,996.0368
2214,FDC39,OUT045,5452.901999999999
2215,NCR17,OUT049,695.0952
2216,DRO35,OUT018,1980.755
2217,FDF40,OUT049,2241.0828
2218,FDR31,OUT018,4157.2552
2219,NCQ41,OUT017,1370.2164
2220,FDP38,OUT046,591.2304
2221,NCU54,OUT027,430.1068
2222,FDG22,OUT018,898.83
2223,DRK59,OUT013,2830.3158
2224,FDC37,OUT046,3751.783
2225,NCO42,OUT013,2916.204
2226,NCT42,OUT017,447.4176
2227,FDX27,OUT035,555.2772
2228,FDV40,OUT018,1534.0032
2229,FDT45,OUT027,165.7842
2230,FDS47,OUT019,1494.0552
2231,FDR45,OUT035,5842.395
2232,FDB03,OUT045,3845.6608
2233,FDO49,OUT035,2226.4352
2234,FDU60,OUT027,151.1366
2235,FDB26,OUT018,1544.656
2236,FDB46,OUT017,4022.7636
2237,FDQ37,OUT019,6503.5344
2238,FDN03,OUT017,2988.1104
2239,NCX30,OUT045,7719.2852
2240,FDK32,OUT019,2503.408
2241,DRM47,OUT013,6114.7072
2242,NCO02,OUT046,886.8456
2243,FDP04,OUT013,1581.275
2244,NCO43,OUT049,1970.7679999999998
2245,FDD59,OUT013,2157.192
2246,FDQ10,OUT017,1197.7742
2247,FDW45,OUT035,3439.5228
2248,NCK30,OUT049,2013.3792
2249,FDU31,OUT018,4693.89
2250,NCQ17,OUT019,1901.5248
2251,FDN01,OUT017,529.311
2252,FDZ19,OUT049,3175.866
2253,DRG37,OUT017,3414.8882
2254,FDE32,OUT045,834.9132
2255,FDO34,OUT049,3628.61
2256,FDM04,OUT019,1198.44
2257,FDZ25,OUT049,3103.9596
2258,FDU08,OUT049,396.8168
2259,NCW30,OUT045,4649.9472
2260,NCM18,OUT013,980.0576
2261,FDS22,OUT035,735.709
2262,NCH18,OUT017,3185.1872
2263,FDC23,OUT013,3415.554
2264,FDY46,OUT013,3078.6592
2265,NCU06,OUT046,5061.4116
2266,FDX57,OUT045,1438.128
2267,FDX36,OUT027,229.701
2268,FDL16,OUT045,1071.938
2269,FDT16,OUT010,3884.9429999999998
2270,FDN16,OUT018,1410.8302
2271,FDC03,OUT046,5772.486
2272,DRF60,OUT013,3605.3070000000002
2273,FDS27,OUT027,1102.5648
2274,FDP33,OUT010,6048.793000000001
2275,FDJ36,OUT018,1845.5976
2276,NCR42,OUT013,133.16
2277,FDV14,OUT017,2336.958
2278,NCP42,OUT035,3036.048
2279,FDB50,OUT027,87.2198
2280,NCC30,OUT027,352.874
2281,FDA23,OUT018,2255.7304
2282,FDW16,OUT017,1018.0082
2283,FDQ52,OUT010,3615.2940000000003
2284,FDB58,OUT049,2324.9736
2285,NCP29,OUT049,1097.9042
