Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
961,20.1,0,0.077439606,9,60.6536,8,2004,1,2,0,980.0576
198,13.65,1,0.080968973,7,259.7936,1,2009,0,1,1,2609.936
918,12.3,1,0.106492562,3,176.3396,0,1999,0,0,0,1395.5168
1117,6.885,1,0.139330557,11,109.5228,4,1985,0,1,3,3426.2068
41,21.35,0,0.068822477,11,258.3278,7,1997,1,0,0,7028.8506
1423,7.72,1,0.074669288,12,76.3986,3,1987,2,1,0,1402.1748
1518,12.1,0,0.025834127999999998,4,165.1526,2,1998,1,1,2,164.4526
1474,14.85,1,0.035227697,3,159.5578,3,1987,2,1,0,2085.9514
1465,7.725,0,0.050901814000000004,4,120.5414,9,1985,1,0,2,365.5242
1324,16.0,0,0.07296514400000001,4,231.3668,1,2009,0,1,1,4607.335999999999
1317,8.395,0,0.039492207,6,97.3042,7,1997,1,0,0,1091.2462
142,7.365,0,0.042552205,3,225.172,8,2004,1,2,0,3395.58
926,20.5,0,0.020587886,3,89.583,3,1987,2,1,0,1797.66
1261,18.25,0,0.130095044,6,257.2962,2,1998,1,1,2,517.9924
534,16.0,0,0.040747616,6,140.2496,4,1985,0,1,3,4093.3384
695,7.475,0,0.013146636000000001,4,214.5192,5,2002,1,2,0,2804.3496
1219,12.15,0,0.02176755,12,164.6184,5,2002,1,2,0,3797.7232
315,7.97,0,0.0390956676,1,172.0422,1,2009,0,1,1,5690.5926
818,15.25,0,0.08995645,7,217.1192,0,1999,0,0,0,3235.788
218,16.35,1,0.06266564200000001,3,225.6062,1,2009,0,1,1,1579.9434
163,11.1,0,0.176182345,5,158.1604,8,2004,1,2,0,1901.5248
1519,11.8,0,0.022843501000000002,9,177.8686,7,1997,1,0,0,4621.9836
509,14.3,1,0.034411238,5,98.6726,7,1997,1,0,0,782.9808
779,13.65,1,0.03108798275,2,36.6532,6,2007,1,2,0,755.0172
680,16.75,0,0.128861359,12,86.2856,8,2004,1,2,0,1406.1696
920,16.25,0,0.078290271,11,93.1804,0,1999,0,0,0,1194.4452
811,18.0,0,0.008539208000000001,5,81.2618,8,2004,1,2,0,402.809
35,20.2,1,0.100095288,3,125.2678,2,1998,1,1,2,127.1678
1188,15.0,0,0.046447327999999996,12,121.5414,0,1999,0,0,0,2436.828
1415,7.55,1,0.030794774,3,122.9072,4,1985,0,1,3,4532.7664
111,16.85,1,0.159081735,7,193.5478,4,1985,0,1,3,4649.9472
425,14.15,0,0.034705807000000005,6,241.6828,4,1985,0,1,3,4873.656
1424,13.0,0,0.154487495,11,77.2986,6,2007,1,2,0,1246.3776
1458,14.65,0,0.07217867900000001,4,262.9594,0,1999,0,0,0,5233.188
761,14.5,0,0.061686402,0,153.9998,4,1985,0,1,3,5229.1932
667,5.88,0,0.003599378,10,152.2998,5,2002,1,2,0,3075.9959999999996
413,12.35,0,0.026832182000000003,11,57.3246,6,2007,1,2,0,1332.2658
1192,9.0,0,0.019616991,4,169.6474,6,2007,1,2,0,2526.7110000000002
582,10.395,0,0.05226427,15,158.4604,2,1998,1,1,2,158.4604
1200,10.195,0,0.112203445,10,111.786,8,2004,1,2,0,1697.79
804,15.6,0,0.17176107699999998,3,115.7518,4,1985,0,1,3,5351.0346
968,9.695,0,0.11417050599999999,9,158.9604,5,2002,1,2,0,1743.0644
442,19.35,1,0.08226641900000001,5,48.8034,7,1997,1,0,0,340.2238
487,16.7,1,0.038685176,6,146.6102,1,2009,0,1,1,2770.3938
1055,5.985,0,0.095795326,7,128.4678,7,1997,1,0,0,508.6712
1178,8.85,0,0.026814123999999998,4,103.7964,2,1998,1,1,2,210.3928
241,15.7,0,0.045203854,7,180.266,7,1997,1,0,0,1617.894
1067,12.5,0,0.020697723,12,198.8742,7,1997,1,0,0,5773.1518
1520,19.35,0,0.027827268,9,65.6168,1,2009,0,1,1,383.5008
1423,7.72,1,0.074883035,12,79.8986,5,2002,1,2,0,1090.5804
199,17.2,0,0.156298858,2,162.1578,7,1997,1,0,0,1283.6624
1192,9.0,0,0.019412191999999998,4,166.5474,4,1985,0,1,3,4379.6324
806,11.0,0,0.105324246,12,125.7046,4,1985,0,1,3,3237.1196
351,10.5,1,0.019227816000000002,6,163.9842,9,1985,1,0,2,331.5684
432,8.895,0,0.044093978,7,208.3954,2,1998,1,1,2,1041.9769999999999
260,20.2,1,0.117599259,5,195.31099999999998,5,2002,1,2,0,3338.987
1127,20.5,0,0.036140297,3,120.0756,7,1997,1,0,0,2302.3364
1515,17.6,0,0.10479168900000001,6,165.2868,3,1987,2,1,0,3111.9492
1096,11.15,0,0.057021155999999996,5,106.8622,0,1999,0,0,0,2011.3818
869,6.59,0,0.026058181,4,121.9098,4,1985,0,1,3,3374.2744
1022,19.6,1,0.12829573,6,167.2816,5,2002,1,2,0,2013.3792
527,10.895,1,0.03263762,7,147.7102,6,2007,1,2,0,1895.5326
988,13.85,0,0.034765901,10,114.2492,6,2007,1,2,0,1853.5872
294,15.1,0,0.09569633400000001,5,159.7604,6,2007,1,2,0,2693.8268
1430,15.0,0,0.071371458,9,125.2362,7,1997,1,0,0,1384.1982
385,12.85,0,0.022696131,3,179.9318,1,2009,0,1,1,2706.4770000000003
111,16.85,1,0.267565911,7,194.1478,2,1998,1,1,2,1162.4868
719,15.5,0,0.053327763,1,44.477,3,1987,2,1,0,865.54
953,15.85,1,0.007145063,6,41.048,8,2004,1,2,0,479.376
1376,21.2,0,0.071076055,6,174.83700000000002,6,2007,1,2,0,5469.547
281,13.35,0,0.139426044,7,148.3392,8,2004,1,2,0,3877.6192
1521,6.11,1,0.151925271,1,46.6086,8,2004,1,2,0,624.5204
24,13.0,0,0.099479703,4,44.906000000000006,0,1999,0,0,0,652.484
944,11.5,0,0.045900447999999996,6,118.9124,4,1985,0,1,3,2844.2976
1156,6.465,0,0.21799414,11,266.5884,9,1985,1,0,2,1324.942
1292,6.425,0,0.010454459000000001,11,115.6808,0,1999,0,0,0,1406.1696
56,15.1,0,0.17264121300000002,6,195.111,4,1985,0,1,3,5303.097
1256,12.0,0,0.075701524,5,124.6388,5,2002,1,2,0,2105.2596
876,7.535,0,0.081914677,1,120.344,0,1999,0,0,0,3835.008
747,7.68,0,0.071010513,3,190.9162,0,1999,0,0,0,5195.2374
740,14.7,0,0.072444983,3,48.6034,5,2002,1,2,0,194.4136
1522,10.3,0,0.06998190900000001,0,263.0226,3,1987,2,1,0,6079.4198
549,13.8,1,0.06457046,3,76.2012,6,2007,1,2,0,1669.8264
1139,10.1,0,0.024159767000000002,11,114.715,8,2004,1,2,0,815.605
225,7.785,0,0.089210159,3,64.251,6,2007,1,2,0,1328.271
581,13.8,0,0.097611115,0,54.893,6,2007,1,2,0,679.1160000000001
161,11.8,0,0.058975504000000005,9,81.7618,1,2009,0,1,1,966.7416
1347,10.5,0,0.027430696,4,171.1106,6,2007,1,2,0,3593.3226
6,13.65,1,0.014183264833333334,6,58.7588,9,1985,1,0,2,400.8116
1205,19.7,0,0.038815341,10,124.2362,5,2002,1,2,0,1887.543
841,16.25,0,0.152632413,0,98.441,9,1985,1,0,2,96.541
1219,12.15,0,0.021618297,12,167.1184,4,1985,0,1,3,2476.776
694,15.1,1,0.096491904,2,134.4942,1,2009,0,1,1,1854.9188
1162,16.2,0,0.033568871,1,74.9696,6,2007,1,2,0,2162.5184
1416,11.3,1,0.054507422,2,96.3094,3,1987,2,1,0,666.4658
1249,11.1,1,0.063079544,7,175.7712,9,1985,1,0,2,351.5424
372,13.15,0,0.06420812599999999,7,180.1976,9,1985,1,0,2,181.0976
1166,19.7,0,0.041974489000000004,7,108.6912,6,2007,1,2,0,2183.824
563,20.6,1,0.048207430999999995,3,188.0556,6,2007,1,2,0,2065.3116
1523,9.5,0,0.041065647000000004,10,223.5088,6,2007,1,2,0,4697.8848
1445,13.5,1,0.128709014,13,96.1068,3,1987,2,1,0,1846.9292
648,13.65,0,0.03596071,6,186.3924,7,1997,1,0,0,1665.8316
1056,7.27,0,0.046520703,9,97.7384,3,1987,2,1,0,591.2304
917,7.39,0,0.210596485,14,144.747,9,1985,1,0,2,143.14700000000002
1454,6.86,0,0.03674399,4,231.201,6,2007,1,2,0,6201.927
740,14.7,0,0.072238195,3,47.5034,3,1987,2,1,0,972.068
502,18.75,0,0.034141213,4,211.9218,4,1985,0,1,3,3419.5488
436,9.195,0,0.101500374,5,45.2744,5,2002,1,2,0,679.1160000000001
535,14.15,0,0.042246575,0,54.2982,0,1999,0,0,0,1104.5622
515,12.3,1,0.058105769,6,60.4562,8,2004,1,2,0,1777.6860000000001
1524,11.8,1,0.170141787,11,116.7834,3,1987,2,1,0,2303.6679999999997
664,13.6,1,0.049579883,7,110.0912,8,2004,1,2,0,1965.4416
993,11.6,0,0.019986152166666667,11,178.2686,0,1999,0,0,0,1955.4546
1225,15.0,0,0.058725134000000005,6,43.6744,6,2007,1,2,0,407.4696
734,7.0,0,0.15153307514285713,11,105.62799999999999,0,1999,0,0,0,1384.864
470,13.1,0,0.075695552,0,168.4158,0,1999,0,0,0,1504.0422
164,11.3,0,0.007321067,2,197.7426,6,2007,1,2,0,2570.6538
833,12.3,0,0.009463757,5,73.83800000000001,6,2007,1,2,0,1245.046
875,10.0,0,0.021407511,4,248.175,3,1987,2,1,0,3495.45
845,5.155,0,0.145669556,7,247.2776,9,1985,1,0,2,743.0328
512,6.98,0,0.041273236,11,82.4934,1,2009,0,1,1,982.7208
7,19.0,0,0.128090139,6,107.0622,7,1997,1,0,0,1376.2086
1074,17.0,0,0.135707553,3,172.5106,8,2004,1,2,0,2053.3272
363,15.15,0,0.027774002000000002,5,152.3708,8,2004,1,2,0,3159.8868
1420,19.6,1,0.07278643,7,49.4376,9,1985,1,0,2,191.7504
400,8.325,0,0.029640603999999997,3,40.8138,4,1985,0,1,3,1543.3244
526,8.355,0,0.18793900300000002,11,146.9418,5,2002,1,2,0,1029.9926
126,12.15,0,0.14492016,9,224.4404,3,1987,2,1,0,1800.3232
1505,17.25,1,0.125419157,8,40.048,0,1999,0,0,0,399.48
1320,6.46,1,0.049121972,3,144.6102,3,1987,2,1,0,2916.204
1457,6.03,0,0.025577903666666665,0,175.3028,4,1985,0,1,3,3719.1588
174,5.78,1,0.07414907400000001,6,262.2568,7,1997,1,0,0,5273.1359999999995
1242,18.7,0,0.04604992,9,151.9682,3,1987,2,1,0,3354.3004
561,19.2,0,0.035384612,6,180.3318,6,2007,1,2,0,3428.2042
623,13.35,0,0.038340116,6,240.1564,4,1985,0,1,3,7150.691999999999
811,18.0,0,0.008549911714285712,5,81.8618,9,1985,1,0,2,161.1236
254,18.2,0,0.049080853,3,147.7734,4,1985,0,1,3,4602.6754
409,12.3,0,0.076183667,4,245.646,4,1985,0,1,3,3695.19
1064,7.35,0,0.028711412000000002,3,39.9454,1,2009,0,1,1,377.5086
643,20.35,1,0.1713017562,2,81.6276,7,1997,1,0,0,1787.0072
211,14.1,0,0.12517151,3,88.9198,4,1985,0,1,3,3139.9128
617,17.85,0,0.037826873,1,189.7188,7,1997,1,0,0,2285.0256
182,4.615,1,0.101747034,11,231.33,3,1987,2,1,0,4660.6
1225,15.0,0,0.058540589,6,47.2744,8,2004,1,2,0,679.1160000000001
645,6.575,1,0.075142108,12,145.8444,4,1985,0,1,3,3773.7544
1094,12.1,1,0.061424738,1,56.7614,1,2009,0,1,1,1049.9666
1223,11.65,0,0.040597054,3,187.324,5,2002,1,2,0,1864.24
1468,14.0,0,0.041556697000000004,5,104.4332,9,1985,1,0,2,307.5996
1363,15.5,1,0.126791761,5,262.1568,2,1998,1,1,2,527.3136
518,9.195,1,0.11748483400000001,6,158.5578,7,1997,1,0,0,2406.867
517,15.1,1,0.106097275,3,43.2796,1,2009,0,1,1,123.8388
1123,5.095,1,0.129395895,6,140.3838,3,1987,2,1,0,1826.2894
12,15.1,1,0.10026502699999999,3,142.5786,1,2009,0,1,1,3323.0078
700,12.1,0,0.011557563,0,165.3526,0,1999,0,0,0,3453.5046
674,6.235,0,0.119157788,4,263.791,1,2009,0,1,1,2103.928
1188,15.0,0,0.077622622,12,121.8414,2,1998,1,1,2,243.6828
178,10.5,0,0.041194986,3,39.1164,4,1985,0,1,3,1235.7248
1496,10.65,1,0.08513595300000001,6,232.3668,7,1997,1,0,0,3685.8688
1464,9.8,1,0.10681691900000001,3,114.2492,2,1998,1,1,2,463.3968
1150,18.25,0,0.04421348,10,173.408,3,1987,2,1,0,1038.6480000000001
936,15.35,0,0.013745883,7,62.0168,4,1985,0,1,3,1534.0032
570,19.6,0,0.09430805800000001,4,251.8698,0,1999,0,0,0,3551.3772
1383,17.0,1,0.026622757,11,144.247,5,2002,1,2,0,3149.2340000000004
971,9.6,1,0.014234595,6,190.2872,0,1999,0,0,0,4727.18
1260,8.51,1,0.078526225,6,173.5422,0,1999,0,0,0,5000.8238
1274,5.88,0,0.0249887,4,150.3392,1,2009,0,1,1,447.4176
906,8.905,0,0.143712172,7,60.2878,1,2009,0,1,1,1151.1682
1076,5.695,1,0.067373081,12,258.8988,4,1985,0,1,3,3083.9856
1414,8.85,0,0.053822086,3,183.8292,3,1987,2,1,0,2554.0088
583,20.7,0,0.043011277,0,177.2028,1,2009,0,1,1,3364.9532
1133,8.42,0,0.123557061,4,216.6192,9,1985,1,0,2,215.7192
1194,6.3,0,0.127968205,11,209.627,1,2009,0,1,1,3984.813
781,17.5,1,0.007570599,0,144.6102,1,2009,0,1,1,2187.153
117,20.25,1,0.11427804800000001,11,92.31200000000001,9,1985,1,0,2,372.848
377,5.765,0,0.081996785,5,40.1164,8,2004,1,2,0,540.6296
727,17.75,1,0.067777778,5,186.924,1,2009,0,1,1,3169.208
685,5.035,1,0.080362549,12,229.0036,6,2007,1,2,0,4326.3684
1335,8.355,0,0.013929058999999999,5,94.1462,7,1997,1,0,0,2221.1088
659,6.13,0,0.077169953,0,63.0536,6,2007,1,2,0,1225.072
820,10.5,1,0.0308318305,5,143.3128,7,1997,1,0,0,1438.128
671,12.5,0,0.112681821,11,119.14399999999999,1,2009,0,1,1,3235.788
436,9.195,0,0.10080442,5,45.4744,4,1985,0,1,3,1041.3112
699,20.75,0,0.02512588,9,150.4734,8,2004,1,2,0,890.8404
85,6.305,1,0.122519571,6,93.0436,4,1985,0,1,3,2363.59
638,13.35,1,0.15021128,6,179.06599999999997,6,2007,1,2,0,2696.49
1513,7.96,0,0.028357839,11,163.2894,8,2004,1,2,0,4530.1032
1325,8.92,0,0.130663423,4,175.237,6,2007,1,2,0,2117.244
102,6.635,1,0.006335942,5,121.8098,0,1999,0,0,0,2048.6666
22,15.5,0,0.032845997,5,106.7938,3,1987,2,1,0,3215.8140000000003
659,6.13,0,0.076735903,0,62.4536,7,1997,1,0,0,1225.072
1435,7.315,0,0.01530184,6,154.434,7,1997,1,0,0,1378.2060000000001
595,16.0,1,0.029377239,2,46.1718,2,1998,1,1,2,94.5436
776,16.85,0,0.233356571,6,146.576,2,1998,1,1,2,439.42800000000005
344,15.85,0,0.13705394699999998,11,94.4094,1,2009,0,1,1,1047.3034
1225,15.0,0,0.058540589000000004,6,43.4744,7,1997,1,0,0,543.2928
1396,19.1,0,0.177236497,4,172.3422,8,2004,1,2,0,2586.633
75,19.0,0,0.11183028199999999,7,105.4622,3,1987,2,1,0,952.7598
1400,13.5,0,0.082137624,5,84.654,0,1999,0,0,0,1211.756
541,16.75,1,0.008204465,11,99.8674,0,1999,0,0,0,2342.9502
1525,5.26,1,0.02439015,12,95.9068,4,1985,0,1,3,3207.8244
784,9.195,1,0.064143995,7,85.9566,5,2002,1,2,0,1691.132
64,19.35,0,0.033275634,2,173.8738,6,2007,1,2,0,2432.8332
1157,11.8,1,0.107662745,0,224.1772,6,2007,1,2,0,2890.9036
369,10.6,0,0.01115195,12,40.6454,6,2007,1,2,0,167.7816
1052,13.65,1,0.013064516000000002,3,115.5834,5,2002,1,2,0,1382.2008
801,14.85,1,0.009954237,6,158.263,0,1999,0,0,0,2659.8709999999996
588,15.2,0,0.021214364,9,48.2034,9,1985,1,0,2,97.2068
1235,13.5,1,0.067859568,0,60.1562,8,2004,1,2,0,1599.9174
1046,5.635,0,0.103481775,5,150.005,5,2002,1,2,0,1797.66
1175,7.405,0,0.015358176000000001,11,92.4146,6,2007,1,2,0,1459.4336
508,17.35,0,0.293066133,4,177.0712,9,1985,1,0,2,351.5424
813,11.35,0,0.030981392000000003,6,51.9008,6,2007,1,2,0,708.4112
251,20.75,0,0.023333338571428573,1,153.8024,4,1985,0,1,3,7741.9224
606,16.1,1,0.013623294,3,109.3596,5,2002,1,2,0,1186.4556
895,17.7,1,0.041098734,3,80.9276,1,2009,0,1,1,487.3656
1115,13.1,0,0.01209726,14,188.85299999999998,8,2004,1,2,0,3225.801
509,14.3,1,0.034382602000000005,5,96.5726,3,1987,2,1,0,2251.0698
994,9.6,0,0.035406842,6,244.317,4,1985,0,1,3,8262.578000000001
1165,8.6,0,0.090374342,4,114.3176,5,2002,1,2,0,1946.7992
174,5.78,1,0.07445112599999999,6,264.5568,1,2009,0,1,1,6327.7632
261,8.195,0,0.031467128,5,91.8462,5,2002,1,2,0,2313.655
65,13.65,1,0.078786674,0,184.824,7,1997,1,0,0,3355.632
879,17.35,0,0.056032247,5,102.3016,5,2002,1,2,0,1619.2256
1118,20.25,0,0.058935522000000004,4,246.646,7,1997,1,0,0,2463.46
1262,10.395,1,0.064577332,2,230.5352,9,1985,1,0,2,687.1056
973,16.1,0,0.034306962,3,252.3356,7,1997,1,0,0,3815.034
657,5.785,1,0.053586458,3,89.7856,4,1985,0,1,3,966.7416
230,17.6,1,0.076431919,2,113.2202,1,2009,0,1,1,2025.3636
867,18.0,0,0.039090105,6,148.4418,5,2002,1,2,0,4119.9704
889,12.5,0,0.031549131,9,99.0384,2,1998,1,1,2,197.0768
1191,9.065,0,0.115233813,7,94.4094,3,1987,2,1,0,2856.282
111,16.85,1,0.159825617,7,195.5478,8,2004,1,2,0,4262.4516
1324,16.0,0,0.073080167,4,228.4668,6,2007,1,2,0,2534.0348
744,9.3,0,0.066727717,7,181.6292,3,1987,2,1,0,2371.5796
60,6.215,0,0.012146608,3,37.9848,8,2004,1,2,0,782.9808
373,20.1,1,0.022552082999999997,3,226.6036,6,2007,1,2,0,6831.108
1489,8.77,1,0.047036035999999996,3,170.5422,6,2007,1,2,0,2759.0752
841,16.25,0,0.087158654,0,95.141,8,2004,1,2,0,2220.4429999999998
363,15.15,0,0.027756137,5,150.4708,3,1987,2,1,0,2106.5912
1080,13.15,0,0.092589917,4,159.5604,3,1987,2,1,0,1901.5248
431,12.15,0,0.029510977333333334,4,117.615,3,1987,2,1,0,1514.695
1108,16.2,0,0.077427883,7,41.8454,9,1985,1,0,2,41.9454
506,20.85,0,0.12122744699999999,6,197.5452,8,2004,1,2,0,4306.3944
1460,18.2,1,0.066284519,3,247.2092,8,2004,1,2,0,3486.1288
447,8.3,0,0.03549838,3,36.6506,1,2009,0,1,1,455.4072
108,6.195,0,0.072131519,6,120.1098,5,2002,1,2,0,2892.2352
1331,15.1,0,0.065644483,3,216.4166,5,2002,1,2,0,2830.3158
1336,11.5,0,0.021020616000000002,9,130.7942,5,2002,1,2,0,2782.3782
75,19.0,0,0.111902259,7,105.4622,8,2004,1,2,0,1905.5196
1137,10.5,0,0.071548187,7,120.2098,1,2009,0,1,1,602.549
1386,8.8,0,0.071540443,6,210.6612,0,1999,0,0,0,2508.7344
1526,9.0,0,0.121765124,9,264.1884,9,1985,1,0,2,264.9884
915,17.75,0,0.014609738,3,160.4262,5,2002,1,2,0,3182.5240000000003
343,6.635,1,0.08069799799999999,7,39.8506,9,1985,1,0,2,37.9506
1480,17.75,1,0.156802171,0,242.1538,8,2004,1,2,0,4326.3684
87,20.75,0,0.024144862000000003,3,123.37299999999999,8,2004,1,2,0,2093.9410000000003
662,16.7,1,0.062297249000000006,6,60.6562,1,2009,0,1,1,592.562
1337,7.36,0,0.052058710999999994,7,55.5588,4,1985,0,1,3,1145.1760000000002
1362,13.85,0,0.031402114,14,40.248000000000005,5,2002,1,2,0,319.584
951,15.35,1,0.113217223,3,191.1504,7,1997,1,0,0,1725.7536
714,12.1,0,0.04796580225,3,177.3002,8,2004,1,2,0,3044.7034
431,12.15,0,0.029510977333333337,4,118.515,1,2009,0,1,1,1398.18
1088,13.35,0,0.031139932999999998,0,74.8012,9,1985,1,0,2,303.6048
586,16.35,0,0.013363901999999999,14,106.12799999999999,8,2004,1,2,0,1917.504
1019,6.055,0,0.030952737,3,160.1578,4,1985,0,1,3,3048.6982
150,7.27,0,0.07136748,1,111.8518,1,2009,0,1,1,2277.036
193,13.8,0,0.058192802,0,246.9802,0,1999,0,0,0,5896.3248
907,20.25,1,0.022976492999999997,5,240.3538,0,1999,0,0,0,4086.0146
722,9.3,0,0.111220521,12,65.7826,7,1997,1,0,0,968.7389999999999
1218,14.15,0,0.037967687,13,125.6046,0,1999,0,0,0,1618.5598
1527,5.4,0,0.0663168895,9,164.5526,4,1985,0,1,3,2302.3364
1039,8.115,1,0.032158866,11,154.8972,7,1997,1,0,0,1713.7692
1528,7.42,1,0.045068892,6,190.8872,9,1985,1,0,2,945.436
567,11.1,0,0.033176087,4,120.1124,5,2002,1,2,0,1896.1984
889,12.5,0,0.018845298,9,96.7384,8,2004,1,2,0,2759.0752
890,9.8,1,0.056375879000000004,12,84.6908,8,2004,1,2,0,1006.6896
872,19.7,1,0.161356273,11,253.1014,1,2009,0,1,1,2805.0154
509,14.3,1,0.034605882000000004,5,95.9726,6,2007,1,2,0,2153.1972
99,19.75,0,0.033942546000000004,6,213.5902,0,1999,0,0,0,4460.1942
658,18.5,0,0.025740258999999998,2,89.4172,3,1987,2,1,0,1605.9096
1348,6.635,0,0.026938317000000003,4,174.1396,4,1985,0,1,3,4012.1108
1204,12.35,1,0.033754478,2,199.0426,8,2004,1,2,0,3361.6242
1451,18.0,0,0.015375557,9,156.9604,4,1985,0,1,3,4278.4308
210,5.365,1,0.140458316,15,169.7764,0,1999,0,0,0,3263.7516
1056,7.27,0,0.046333982,9,97.2384,4,1985,0,1,3,2660.5368
394,20.5,1,0.02244946275,7,82.8592,8,2004,1,2,0,908.1512
454,8.71,0,0.139228412,11,49.5376,7,1997,1,0,0,1198.44
1319,7.97,0,0.02519494575,15,109.4596,4,1985,0,1,3,1833.6132
595,16.0,1,0.020482038,2,48.1718,6,2007,1,2,0,756.3488
365,17.6,0,0.00799436,0,171.6422,3,1987,2,1,0,3793.7284
1003,20.7,1,0.12176716800000001,7,118.9466,5,2002,1,2,0,353.5398
276,13.0,1,0.030083482,11,61.922,8,2004,1,2,0,1557.9720000000002
260,20.2,1,0.118025091,5,195.81099999999998,6,2007,1,2,0,2553.343
1285,20.35,0,0.060649213,5,232.7616,3,1987,2,1,0,2812.3392
145,18.6,0,0.15193174199999998,8,101.1358,3,1987,2,1,0,1105.8938
938,15.0,0,0.06383101299999999,10,46.206,4,1985,0,1,3,1304.968
18,13.35,0,0.103091351,0,229.9352,6,2007,1,2,0,2519.3872
984,17.85,0,0.052389407,6,120.9072,1,2009,0,1,1,2817.6656
586,16.35,0,0.013355306,14,105.52799999999999,3,1987,2,1,0,2024.0320000000002
1434,14.85,1,0.019550858,0,263.791,5,2002,1,2,0,4207.856
1216,21.25,0,0.01005532,2,183.1608,6,2007,1,2,0,2756.4120000000003
425,14.15,0,0.034845667999999996,6,242.7828,3,1987,2,1,0,3167.8764
824,17.2,1,0.025162022000000003,11,145.9418,8,2004,1,2,0,1765.7016
894,13.15,0,0.022685222,3,161.592,4,1985,0,1,3,4314.384
1128,10.85,0,0.162571649,6,107.4622,5,2002,1,2,0,529.311
340,20.35,1,0.014825605,3,233.2958,7,1997,1,0,0,4206.5244
565,16.35,0,0.058034349000000006,4,124.802,2,1998,1,1,2,253.00400000000002
213,9.3,0,0.04378569400000001,10,191.6846,7,1997,1,0,0,3057.3536
152,19.5,1,0.076798609,1,231.8958,4,1985,0,1,3,8413.0488
1487,15.75,0,0.055241242,5,196.5452,6,2007,1,2,0,3131.9232
1392,14.85,0,0.061102235,4,253.2698,5,2002,1,2,0,2283.0282
135,18.6,0,0.039517121,7,243.6802,6,2007,1,2,0,5896.3248
772,16.35,0,0.029565308999999998,4,256.4646,1,2009,0,1,1,515.3292
284,9.695,1,0.12828324300000002,5,226.1404,7,1997,1,0,0,3375.6059999999998
412,15.15,1,0.012332667,6,130.0284,6,2007,1,2,0,3559.3668
625,14.3,1,0.06519522900000001,3,88.9856,8,2004,1,2,0,1669.8264
51,10.895,0,0.108253944,3,194.8794,2,1998,1,1,2,585.2382
688,8.39,0,0.121178848,4,165.1868,6,2007,1,2,0,2784.3756
223,18.35,0,0.04157222966666666,0,151.934,3,1987,2,1,0,306.268
981,15.2,0,0.09698132,9,116.3492,3,1987,2,1,0,2548.6824
827,20.2,0,0.064351908,6,259.4646,8,2004,1,2,0,2061.3168
1425,12.1,0,0.079419801,4,172.3106,4,1985,0,1,3,5475.5392
1263,8.71,1,0.072301795,11,185.6924,5,2002,1,2,0,3331.6632
1219,12.15,0,0.021719387000000003,12,163.1184,8,2004,1,2,0,3467.4864
1375,8.06,0,0.021420031000000003,8,232.0326,5,2002,1,2,0,3003.4238
708,11.5,0,0.290430317,3,130.6652,2,1998,1,1,2,258.3304
897,14.85,0,0.018571641,11,187.3214,7,1997,1,0,0,4333.6922
10,11.8,0,0.12187957333333332,3,45.2402,1,2009,0,1,1,1148.505
1066,14.7,0,0.020952705,10,143.5128,0,1999,0,0,0,2444.8176
799,18.2,0,0.102371638,4,221.2456,9,1985,1,0,2,663.1368
502,18.75,0,0.034278798,4,214.1218,3,1987,2,1,0,4488.1578
489,7.235,0,0.05812946880000001,6,115.1834,5,2002,1,2,0,1382.2008
923,19.1,0,0.038377013,3,211.5586,4,1985,0,1,3,4432.2306
44,19.6,0,0.025325897000000003,9,150.9024,0,1999,0,0,0,3795.06
1177,7.27,1,0.020898691,11,92.2488,6,2007,1,2,0,814.9392
517,15.1,1,0.105881129,3,42.0796,5,2002,1,2,0,454.0756
954,7.81,0,0.112906337,1,243.5486,2,1998,1,1,2,488.6972
1378,7.81,1,0.055216312000000004,11,125.5046,8,2004,1,2,0,3237.1196
1156,6.465,0,0.125210375,11,266.8884,6,2007,1,2,0,1059.9536
799,18.2,0,0.058185842,4,220.8456,4,1985,0,1,3,4199.8664
560,10.8,0,0.098814721,2,100.5042,1,2009,0,1,1,1884.8798
1265,9.5,1,0.022058724,2,196.8452,7,1997,1,0,0,3523.4136
479,20.7,1,0.100091576,3,125.5388,3,1987,2,1,0,2105.2596
417,8.895,0,0.075876602,10,235.9616,6,2007,1,2,0,1874.8928
1073,15.6,0,0.037841362,6,125.2704,1,2009,0,1,1,2628.5784
1222,9.0,0,0.081943273,7,214.5534,3,1987,2,1,0,3440.8544
725,19.35,0,0.016645164,7,120.9098,5,2002,1,2,0,1687.1372
720,19.7,1,0.018061324,2,102.59899999999999,5,2002,1,2,0,2063.98
629,17.6,1,0.028062401,12,44.0402,9,1985,1,0,2,91.8804
450,5.825,0,0.091857904,4,160.7894,1,2009,0,1,1,1617.894
1491,9.6,0,0.036109413,3,140.6154,4,1985,0,1,3,4538.0928
1529,12.85,0,0.10863337199999999,3,233.8642,1,2009,0,1,1,2323.6420000000003
73,12.85,0,0.03324652,6,172.4422,5,2002,1,2,0,4483.4972
2,17.5,0,0.016720132,2,139.918,3,1987,2,1,0,419.454
919,17.0,0,0.055433377,0,221.1114,7,1997,1,0,0,4434.228
214,7.05,0,0.084966021,6,111.1912,7,1997,1,0,0,1965.4416
